"","X","transect","start_x","start_y","direction","x","y","specifiedInclProb","AdjustedInclProb","cluster","x.1","y.1","longitude","latitude"
"124",124,5,333709.191138533,6287327.78059977,98.1818181818182,333822.608178749,6287311.47369122,0.00768346907585699,0.00768346907585699,"HPZ5","115 12.6127956028795","-33 32.454200594604","115.12.368E","33.32.273S"
"125",125,5,333709.191138533,6287327.78059977,98.1818181818182,333832.918818768,6287309.99124499,0.00768346907585699,0.00768346907585699,"HPZ5","115 12.6194391801003","-33 32.4550987546141","115.12.372E","33.32.273S"
"126",126,6,334869.191138533,6285388.78059977,196.363636363636,334904.407708138,6285508.71722147,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2915990688198","-33 33.43940577717","115.13.175E","33.33.264S"
"127",127,6,334869.191138533,6285388.78059977,196.363636363636,334901.472994004,6285498.722503,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2895922004594","-33 33.4447847995679","115.13.174E","33.33.267S"
"128",128,6,334869.191138533,6285388.78059977,196.363636363636,334898.538279871,6285488.72778452,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.28758532772","-33 33.4501638212098","115.13.173E","33.33.270S"
"129",129,6,334869.191138533,6285388.78059977,196.363636363636,334895.603565737,6285478.73306605,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2855784506003","-33 33.4555428421021","115.13.171E","33.33.273S"
"130",130,6,334869.191138533,6285388.78059977,196.363636363636,334892.668851603,6285468.73834757,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2835715690996","-33 33.4609218622381","115.13.170E","33.33.277S"
"131",131,6,334869.191138533,6285388.78059977,196.363636363636,334889.734137469,6285458.7436291,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2815646832198","-33 33.466300881624","115.13.169E","33.33.280S"
"132",132,6,334869.191138533,6285388.78059977,196.363636363636,334886.799423336,6285448.74891062,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2795577929598","-33 33.4716799002541","115.13.168E","33.33.283S"
"133",133,6,334869.191138533,6285388.78059977,196.363636363636,334883.864709202,6285438.75419215,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2775508982595","-33 33.4770589181341","115.13.167E","33.33.286S"
"134",134,6,334869.191138533,6285388.78059977,196.363636363636,334880.929995068,6285428.75947367,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2755439992402","-33 33.4824379352637","115.13.165E","33.33.289S"
"135",135,6,334869.191138533,6285388.78059977,196.363636363636,334877.995280934,6285418.7647552,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2735370958399","-33 33.487816951638","115.13.164E","33.33.293S"
"136",136,6,334869.191138533,6285388.78059977,196.363636363636,334875.060566801,6285408.77003672,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2715301880002","-33 33.4931959672562","115.13.163E","33.33.296S"
"137",137,6,334869.191138533,6285388.78059977,196.363636363636,334872.125852667,6285398.77531825,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2695232758405","-33 33.4985749821242","115.13.162E","33.33.299S"
"138",138,6,334869.191138533,6285388.78059977,196.363636363636,334869.191138533,6285388.78059977,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2675163592406","-33 33.503953996242","115.13.161E","33.33.302S"
"139",139,6,334869.191138533,6285388.78059977,196.363636363636,334866.256424399,6285378.7858813,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2655094382596","-33 33.5093330096041","115.13.159E","33.33.306S"
"140",140,6,334869.191138533,6285388.78059977,196.363636363636,334863.321710265,6285368.79116282,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2635025129605","-33 33.5147120222102","115.13.158E","33.33.309S"
"141",141,6,334869.191138533,6285388.78059977,196.363636363636,334860.386996132,6285358.79644435,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2614955832202","-33 33.520091034066","115.13.157E","33.33.312S"
"142",142,6,334869.191138533,6285388.78059977,196.363636363636,334857.452281998,6285348.80172587,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2594886490998","-33 33.5254700451721","115.13.156E","33.33.315S"
"143",143,6,334869.191138533,6285388.78059977,196.363636363636,334854.517567864,6285338.8070074,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2574817106002","-33 33.5308490555219","115.13.154E","33.33.319S"
"144",144,6,334869.191138533,6285388.78059977,196.363636363636,334851.58285373,6285328.81228892,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2554747677195","-33 33.5362280651219","115.13.153E","33.33.322S"
"145",145,6,334869.191138533,6285388.78059977,196.363636363636,334848.648139597,6285318.81757045,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2534678204606","-33 33.5416070739661","115.13.152E","33.33.325S"
"146",146,6,334869.191138533,6285388.78059977,196.363636363636,334845.713425463,6285308.82285197,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2514608688197","-33 33.5469860820539","115.13.151E","33.33.328S"
"147",147,6,334869.191138533,6285388.78059977,196.363636363636,334842.778711329,6285298.8281335,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2494539127404","-33 33.552365089398","115.13.150E","33.33.331S"
"148",148,6,334869.191138533,6285388.78059977,196.363636363636,334839.843997195,6285288.83341502,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2474469523402","-33 33.5577440959802","115.13.148E","33.33.335S"
"149",149,6,334869.191138533,6285388.78059977,196.363636363636,334836.909283062,6285278.83869654,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2454399874997","-33 33.5631231018119","115.13.147E","33.33.338S"
"150",150,6,334869.191138533,6285388.78059977,196.363636363636,334833.974568928,6285268.84397807,0.00887210575967737,0.00887210575967737,"HPZ6","115 13.2434330183401","-33 33.568502106894","115.13.146E","33.33.341S"
"151",151,1,352733.191138533,6307825.78059977,98.1818181818182,352609.463458298,6307843.56995456,0.000121423670108234,0.000121423670108234,"HPZ7","115 24.9511284598799","-33 21.512387768478","115.24.571E","33.21.307S"
"152",152,1,352733.191138533,6307825.78059977,98.1818181818182,352619.774098317,6307842.08750832,0.000121423670108234,0.000121423670108234,"HPZ7","115 24.9577608177002","-33 21.5132745694442","115.24.575E","33.21.308S"
"153",153,1,352733.191138533,6307825.78059977,98.1818181818182,352630.084738337,6307840.60506209,0.000121423670108234,0.000121423670108234,"HPZ7","115 24.9643931779807","-33 21.5141613645661","115.24.579E","33.21.308S"
"154",154,1,352733.191138533,6307825.78059977,98.1818181818182,352640.395378357,6307839.12261586,0.000121423670108234,0.000121423670108234,"HPZ7","115 24.9710255407204","-33 21.5150481538442","115.24.583E","33.21.309S"
"155",155,1,352733.191138533,6307825.78059977,98.1818181818182,352650.706018376,6307837.64016963,0.000121423670108234,0.000121423670108234,"HPZ7","115 24.9776579059796","-33 21.515934937272","115.24.587E","33.21.310S"
"156",156,1,352733.191138533,6307825.78059977,98.1818181818182,352661.016658396,6307836.1577234,0.000121423670108234,0.000121423670108234,"HPZ7","115 24.9842902737","-33 21.516821714862","115.24.591E","33.21.310S"
"157",157,1,352733.191138533,6307825.78059977,98.1818181818182,352671.327298415,6307834.67527716,0.000121423670108234,0.000121423670108234,"HPZ7","115 24.9909226439398","-33 21.517708486614","115.24.595E","33.21.311S"
"158",158,1,352733.191138533,6307825.78059977,98.1818181818182,352681.637938435,6307833.19283093,0.000121423670108234,0.000121423670108234,"HPZ7","115 24.9975550166399","-33 21.5185952525161","115.24.599E","33.21.311S"
"159",159,1,352733.191138533,6307825.78059977,98.1818181818182,352691.948578455,6307831.7103847,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0041873918002","-33 21.519482012574","115.25.3E","33.21.312S"
"160",160,1,352733.191138533,6307825.78059977,98.1818181818182,352702.259218474,6307830.22793847,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.01081976948","-33 21.5203687667941","115.25.6E","33.21.312S"
"161",161,1,352733.191138533,6307825.78059977,98.1818181818182,352712.569858494,6307828.74549224,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0174521496199","-33 21.5212555151639","115.25.10E","33.21.313S"
"162",162,1,352733.191138533,6307825.78059977,98.1818181818182,352722.880498513,6307827.263046,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0240845322803","-33 21.5221422576962","115.25.14E","33.21.313S"
"163",163,1,352733.191138533,6307825.78059977,98.1818181818182,352733.191138533,6307825.78059977,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0307169173999","-33 21.5230289943778","115.25.18E","33.21.314S"
"164",164,1,352733.191138533,6307825.78059977,98.1818181818182,352743.501778553,6307824.29815354,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0373493049798","-33 21.523915725222","115.25.22E","33.21.314S"
"165",165,1,352733.191138533,6307825.78059977,98.1818181818182,352753.812418572,6307822.81570731,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0439816950801","-33 21.5248024502219","115.25.26E","33.21.315S"
"166",166,1,352733.191138533,6307825.78059977,98.1818181818182,352764.123058592,6307821.33326108,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0506140876396","-33 21.5256891693779","115.25.30E","33.21.315S"
"167",167,1,352733.191138533,6307825.78059977,98.1818181818182,352774.433698611,6307819.85081484,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0572464827206","-33 21.5265758826902","115.25.34E","33.21.316S"
"168",168,1,352733.191138533,6307825.78059977,98.1818181818182,352784.744338631,6307818.36836861,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0638788802598","-33 21.5274625901579","115.25.38E","33.21.316S"
"169",169,1,352733.191138533,6307825.78059977,98.1818181818182,352795.054978651,6307816.88592238,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0705112803204","-33 21.5283492917821","115.25.42E","33.21.317S"
"170",170,1,352733.191138533,6307825.78059977,98.1818181818182,352805.36561867,6307815.40347615,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0771436827801","-33 21.5292359875619","115.25.46E","33.21.318S"
"171",171,1,352733.191138533,6307825.78059977,98.1818181818182,352815.67625869,6307813.92102992,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0837760878203","-33 21.5301226775041","115.25.50E","33.21.318S"
"172",172,1,352733.191138533,6307825.78059977,98.1818181818182,352825.986898709,6307812.43858368,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0904084953198","-33 21.5310093615958","115.25.54E","33.21.319S"
"173",173,1,352733.191138533,6307825.78059977,98.1818181818182,352836.297538729,6307810.95613745,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.0970409052805","-33 21.531896039844","115.25.58E","33.21.319S"
"174",174,1,352733.191138533,6307825.78059977,98.1818181818182,352846.608178749,6307809.47369122,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.1036733176996","-33 21.5327827122538","115.25.62E","33.21.320S"
"175",175,1,352733.191138533,6307825.78059977,98.1818181818182,352856.918818768,6307807.99124499,0.000121423670108234,0.000121423670108234,"HPZ7","115 25.11030573264","-33 21.53366937882","115.25.66E","33.21.320S"
"176",176,2,340901.191138533,6294806.78059977,327.272727272727,340968.771240715,6294701.62390817,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.3077016044204","-33 28.52190827214","115.17.185E","33.28.313S"
"177",177,2,340901.191138533,6294806.78059977,327.272727272727,340963.139565533,6294710.3869658,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.3041596701398","-33 28.5171177816119","115.17.182E","33.28.310S"
"178",178,2,340901.191138533,6294806.78059977,327.272727272727,340957.507890351,6294719.15002344,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.3006177422203","-33 28.5123272895478","115.17.180E","33.28.307S"
"179",179,2,340901.191138533,6294806.78059977,327.272727272727,340951.876215169,6294727.91308107,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2970758207201","-33 28.5075367959422","115.17.178E","33.28.305S"
"180",180,2,340901.191138533,6294806.78059977,327.272727272727,340946.244539988,6294736.6761387,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2935339055199","-33 28.5027463007941","115.17.176E","33.28.302S"
"181",181,2,340901.191138533,6294806.78059977,327.272727272727,340940.612864806,6294745.43919634,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2899919968001","-33 28.497955804104","115.17.174E","33.28.299S"
"182",182,2,340901.191138533,6294806.78059977,327.272727272727,340934.981189624,6294754.20225397,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2864500943794","-33 28.4931653058719","115.17.172E","33.28.296S"
"183",183,2,340901.191138533,6294806.78059977,327.272727272727,340929.349514442,6294762.9653116,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.28290819838","-33 28.4883748061041","115.17.170E","33.28.293S"
"184",184,2,340901.191138533,6294806.78059977,327.272727272727,340923.71783926,6294771.72836924,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2793663087398","-33 28.483584304794","115.17.168E","33.28.290S"
"185",185,2,340901.191138533,6294806.78059977,327.272727272727,340918.086164079,6294780.49142687,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2758244254597","-33 28.4787938019421","115.17.165E","33.28.287S"
"186",186,2,340901.191138533,6294806.78059977,327.272727272727,340912.454488897,6294789.2544845,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2722825486","-33 28.4740032975479","115.17.163E","33.28.284S"
"187",187,2,340901.191138533,6294806.78059977,327.272727272727,340906.822813715,6294798.01754214,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2687406780402","-33 28.4692127916181","115.17.161E","33.28.282S"
"188",188,2,340901.191138533,6294806.78059977,327.272727272727,340901.191138533,6294806.78059977,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2651988139599","-33 28.4644222841402","115.17.159E","33.28.279S"
"189",189,2,340901.191138533,6294806.78059977,327.272727272727,340895.559463351,6294815.54365741,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2616569561796","-33 28.4596317751258","115.17.157E","33.28.276S"
"190",190,2,340901.191138533,6294806.78059977,327.272727272727,340889.927788169,6294824.30671504,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2581151048207","-33 28.454841264576","115.17.155E","33.28.273S"
"191",191,2,340901.191138533,6294806.78059977,327.272727272727,340884.296112988,6294833.06977267,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2545732598199","-33 28.450050752478","115.17.153E","33.28.270S"
"192",192,2,340901.191138533,6294806.78059977,327.272727272727,340878.664437806,6294841.83283031,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2510314212394","-33 28.4452602388439","115.17.151E","33.28.267S"
"193",193,2,340901.191138533,6294806.78059977,327.272727272727,340873.032762624,6294850.59588794,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2474895890201","-33 28.440469723662","115.17.148E","33.28.264S"
"194",194,2,340901.191138533,6294806.78059977,327.272727272727,340867.401087442,6294859.35894557,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2439477631599","-33 28.4356792069499","115.17.146E","33.28.261S"
"195",195,2,340901.191138533,6294806.78059977,327.272727272727,340861.76941226,6294868.12200321,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2404059436599","-33 28.4308886886899","115.17.144E","33.28.259S"
"196",196,2,340901.191138533,6294806.78059977,327.272727272727,340856.137737078,6294876.88506084,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2368641305802","-33 28.4260981688938","115.17.142E","33.28.256S"
"197",197,2,340901.191138533,6294806.78059977,327.272727272727,340850.506061897,6294885.64811847,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2333223238597","-33 28.4213076475561","115.17.140E","33.28.253S"
"198",198,2,340901.191138533,6294806.78059977,327.272727272727,340844.874386715,6294894.41117611,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2297805235003","-33 28.416517124676","115.17.138E","33.28.250S"
"199",199,2,340901.191138533,6294806.78059977,327.272727272727,340839.242711533,6294903.17423374,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2262387295593","-33 28.4117266002543","115.17.136E","33.28.247S"
"200",200,2,340901.191138533,6294806.78059977,327.272727272727,340833.611036351,6294911.93729138,0.000121423670108234,0.000121423670108234,"HPZ8","115 17.2226969419804","-33 28.4069360742959","115.17.134E","33.28.244S"
"201",201,3,319557.191138533,6304778.78059977,229.090909090909,319651.659835327,6304860.63819152,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.6711996310798","-33 22.824383814816","115.3.403E","33.22.495S"
"202",202,3,319557.191138533,6304778.78059977,229.090909090909,319643.787443928,6304853.81672554,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.66604237704014","-33 22.8279940931578","115.3.400E","33.22.497S"
"203",203,3,319557.191138533,6304778.78059977,229.090909090909,319635.915052528,6304846.99525956,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.66088511592049","-33 22.8316043676299","115.3.397E","33.22.499S"
"204",204,3,319557.191138533,6304778.78059977,229.090909090909,319628.042661129,6304840.17379358,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.65572784771988","-33 22.8352146382439","115.3.393E","33.22.501S"
"205",205,3,319557.191138533,6304778.78059977,229.090909090909,319620.170269729,6304833.3523276,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.65057057250039","-33 22.8388249049941","115.3.390E","33.22.503S"
"206",206,3,319557.191138533,6304778.78059977,229.090909090909,319612.29787833,6304826.53086162,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.64541329019994","-33 22.8424351678797","115.3.387E","33.22.505S"
"207",207,3,319557.191138533,6304778.78059977,229.090909090909,319604.42548693,6304819.70939564,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.64025600088062","-33 22.8460454268958","115.3.384E","33.22.508S"
"208",208,3,319557.191138533,6304778.78059977,229.090909090909,319596.553095531,6304812.88792966,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.63509870448033","-33 22.8496556820537","115.3.381E","33.22.510S"
"209",209,3,319557.191138533,6304778.78059977,229.090909090909,319588.680704131,6304806.06646369,0.00010521951068494,0.00010521951068494,"HPZ9","115 3.62994140100006","-33 22.853265933342","115.3.378E","33.22.512S"
